date_time,site,variable,value
2022-04-07T14:50:00Z,Kalauhaihai,pH,7.2
2022-04-07T15:00:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T15:00:00Z,Kalauhaihai,mv,-20.7
2022-04-07T15:00:00Z,Kalauhaihai,pH,7.2
2022-04-07T15:10:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T15:10:00Z,Kalauhaihai,mv,-20.75
2022-04-07T15:10:00Z,Kalauhaihai,pH,7.2
2022-04-07T15:20:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T15:20:00Z,Kalauhaihai,mv,-20.81
2022-04-07T15:20:00Z,Kalauhaihai,pH,7.2
2022-04-07T15:30:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T15:30:00Z,Kalauhaihai,mv,-20.88
2022-04-07T15:30:00Z,Kalauhaihai,pH,7.2
2022-04-07T15:40:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T15:40:00Z,Kalauhaihai,mv,-20.94
2022-04-07T15:40:00Z,Kalauhaihai,pH,7.21
2022-04-07T15:50:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T15:50:00Z,Kalauhaihai,mv,-20.95
2022-04-07T15:50:00Z,Kalauhaihai,pH,7.21
2022-04-07T16:00:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T16:00:00Z,Kalauhaihai,mv,-21.02
2022-04-07T16:00:00Z,Kalauhaihai,pH,7.21
2022-04-07T16:10:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T16:10:00Z,Kalauhaihai,mv,-21.05
2022-04-07T16:10:00Z,Kalauhaihai,pH,7.21
2022-04-07T16:20:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T16:20:00Z,Kalauhaihai,mv,-21.13
2022-04-07T16:20:00Z,Kalauhaihai,pH,7.21
2022-04-07T16:30:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T16:30:00Z,Kalauhaihai,mv,-21.17
2022-04-07T16:30:00Z,Kalauhaihai,pH,7.21
2022-04-07T16:40:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T16:40:00Z,Kalauhaihai,mv,-21.19
2022-04-07T16:40:00Z,Kalauhaihai,pH,7.21
2022-04-07T16:50:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T16:50:00Z,Kalauhaihai,mv,-21.19
2022-04-07T16:50:00Z,Kalauhaihai,pH,7.21
2022-04-07T17:00:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T17:00:00Z,Kalauhaihai,mv,-21.3
2022-04-07T17:00:00Z,Kalauhaihai,pH,7.21
2022-04-07T17:10:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T17:10:00Z,Kalauhaihai,mv,-21.34
2022-04-07T17:10:00Z,Kalauhaihai,pH,7.21
2022-04-07T17:20:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T17:20:00Z,Kalauhaihai,mv,-21.36
2022-04-07T17:20:00Z,Kalauhaihai,pH,7.21
2022-04-07T17:30:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T17:30:00Z,Kalauhaihai,mv,-21.38
2022-04-07T17:30:00Z,Kalauhaihai,pH,7.21
2022-04-07T17:40:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T17:40:00Z,Kalauhaihai,mv,-21.42
2022-04-07T17:40:00Z,Kalauhaihai,pH,7.21
2022-04-07T17:50:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T17:50:00Z,Kalauhaihai,mv,-21.49
2022-04-07T17:50:00Z,Kalauhaihai,pH,7.22
2022-04-07T18:00:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T18:00:00Z,Kalauhaihai,mv,-21.53
2022-04-07T18:00:00Z,Kalauhaihai,pH,7.22
2022-04-07T18:10:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T18:10:00Z,Kalauhaihai,mv,-21.56
2022-04-07T18:10:00Z,Kalauhaihai,pH,7.22
2022-04-07T18:20:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-07T18:20:00Z,Kalauhaihai,mv,-21.59
2022-04-07T18:20:00Z,Kalauhaihai,pH,7.22
2022-04-07T18:30:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T18:30:00Z,Kalauhaihai,mv,-21.61
2022-04-07T18:30:00Z,Kalauhaihai,pH,7.22
2022-04-07T18:40:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T18:40:00Z,Kalauhaihai,mv,-21.66
2022-04-07T18:40:00Z,Kalauhaihai,pH,7.22
2022-04-07T18:50:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T18:50:00Z,Kalauhaihai,mv,-21.7
2022-04-07T18:50:00Z,Kalauhaihai,pH,7.22
2022-04-07T19:00:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T19:00:00Z,Kalauhaihai,mv,-21.74
2022-04-07T19:00:00Z,Kalauhaihai,pH,7.22
2022-04-07T19:10:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T19:10:00Z,Kalauhaihai,mv,-21.78
2022-04-07T19:10:00Z,Kalauhaihai,pH,7.22
2022-04-07T19:20:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T19:20:00Z,Kalauhaihai,mv,-21.8
