"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/02/08","23:06","0.042","-","0.09"
"2023/02/08","23:12","0.053","-","0.1"
"2023/02/08","23:18","0.065","-","0.14"
"2023/02/08","23:24","0.078","-","0.13"
"2023/02/08","23:30","0.093","-","0.11"
"2023/02/08","23:36","0.109","-","0.15"
"2023/02/08","23:42","0.126","-","0.16"
"2023/02/08","23:48","0.145","-","0.13"
"2023/02/08","23:54","0.164","-","0.19"
"2023/02/09","00:00","0.185","-","0.22"
"2023/02/09","00:06","0.206","-","0.25"
"2023/02/09","00:12","0.229","-","0.25"
"2023/02/09","00:18","0.252","-","0.28"
"2023/02/09","00:24","0.275","-","0.29"
"2023/02/09","00:30","0.3","-","0.3"
"2023/02/09","00:36","0.325","-","0.32"
"2023/02/09","00:42","0.35","-","0.37"
"2023/02/09","00:48","0.375","-","0.4"
"2023/02/09","00:54","0.401","-","0.42"
"2023/02/09","01:00","0.427","-","0.46"
"2023/02/09","01:06","0.453","-","0.46"
"2023/02/09","01:12","0.479","-","0.5"
"2023/02/09","01:18","0.505","-","0.51"
"2023/02/09","01:24","0.531","-","0.56"
"2023/02/09","01:30","0.556","-","0.6"
"2023/02/09","01:36","0.581","-","0.66"
"2023/02/09","01:42","0.606","-","0.64"
"2023/02/09","01:48","0.63","-","0.69"
"2023/02/09","01:54","0.654","-","0.72"
"2023/02/09","02:00","0.676","-","0.7"
"2023/02/09","02:06","0.699","-","0.77"
"2023/02/09","02:12","0.72","-","0.81"
"2023/02/09","02:18","0.741","-","0.83"
"2023/02/09","02:24","0.761","-","0.83"
"2023/02/09","02:30","0.78","-","0.9"
"2023/02/09","02:36","0.798","-","0.89"
"2023/02/09","02:42","0.816","-","0.92"
"2023/02/09","02:48","0.832","-","0.96"
"2023/02/09","02:54","0.847","-","0.96"
"2023/02/09","03:00","0.861","-","0.96"
"2023/02/09","03:06","0.874","-","0.99"
"2023/02/09","03:12","0.886","-","1"
"2023/02/09","03:18","0.897","-","1"
"2023/02/09","03:24","0.906","-","1.02"
"2023/02/09","03:30","0.915","-","1.03"
"2023/02/09","03:36","0.922","-","1.04"
"2023/02/09","03:42","0.928","-","1.06"
"2023/02/09","03:48","0.932","-","1.05"
"2023/02/09","03:54","0.936","-","1.04"
"2023/02/09","04:00","0.938","-","1.07"
"2023/02/09","04:06","0.939","-","1.06"
"2023/02/09","04:12","0.939","-","1.02"
"2023/02/09","04:18","0.937","-","1.09"
"2023/02/09","04:24","0.934","-","1.09"
"2023/02/09","04:30","0.93","-","1.07"
"2023/02/09","04:36","0.925","-","1.01"
"2023/02/09","04:42","0.919","-","1.02"
"2023/02/09","04:48","0.911","-","1"
"2023/02/09","04:54","0.902","-","1.01"
"2023/02/09","05:00","0.892","-","1"
"2023/02/09","05:06","0.881","-","0.98"
"2023/02/09","05:12","0.869","-","0.98"
"2023/02/09","05:18","0.855","-","0.96"
"2023/02/09","05:24","0.841","-","0.95"
"2023/02/09","05:30","0.825","-","0.92"
"2023/02/09","05:36","0.809","-","0.88"
"2023/02/09","05:42","0.792","-","0.88"
"2023/02/09","05:48","0.774","-","0.87"
"2023/02/09","05:54","0.755","-","0.88"
"2023/02/09","06:00","0.736","-","0.85"
"2023/02/09","06:06","0.716","-","0.81"
"2023/02/09","06:12","0.695","-","0.81"
"2023/02/09","06:18","0.674","-","0.8"
"2023/02/09","06:24","0.653","-","0.75"
"2023/02/09","06:30","0.631","-","0.72"
"2023/02/09","06:36","0.609","-","0.71"
"2023/02/09","06:42","0.587","-","0.68"
"2023/02/09","06:48","0.564","-","0.67"
"2023/02/09","06:54","0.542","-","0.62"
"2023/02/09","07:00","0.52","-","0.61"
"2023/02/09","07:06","0.498","-","0.59"
"2023/02/09","07:12","0.476","-","0.56"
"2023/02/09","07:18","0.454","-","0.55"
"2023/02/09","07:24","0.433","-","0.51"
"2023/02/09","07:30","0.412","-","0.45"
"2023/02/09","07:36","0.392","-","0.44"
"2023/02/09","07:42","0.372","-","0.41"
"2023/02/09","07:48","0.353","-","0.39"
"2023/02/09","07:54","0.334","-","0.37"
"2023/02/09","08:00","0.317","-","0.35"
"2023/02/09","08:06","0.3","-","0.35"
"2023/02/09","08:12","0.284","-","0.31"
"2023/02/09","08:18","0.269","-","0.28"
"2023/02/09","08:24","0.255","-","0.27"
"2023/02/09","08:30","0.242","-","0.26"
"2023/02/09","08:36","0.23","-","0.26"
"2023/02/09","08:42","0.219","-","0.26"
"2023/02/09","08:48","0.209","-","0.27"
"2023/02/09","08:54","0.201","-","0.26"
"2023/02/09","09:00","0.193","-","0.24"
"2023/02/09","09:06","0.187","-","0.25"
"2023/02/09","09:12","0.182","-","0.24"
"2023/02/09","09:18","0.179","-","0.23"
"2023/02/09","09:24","0.177","-","0.23"
"2023/02/09","09:30","0.176","-","0.26"
"2023/02/09","09:36","0.176","-","0.25"
"2023/02/09","09:42","0.178","-","0.23"
"2023/02/09","09:48","0.181","-","0.22"
"2023/02/09","09:54","0.186","-","0.24"
"2023/02/09","10:00","0.192","-","0.25"
"2023/02/09","10:06","0.199","-","0.28"
"2023/02/09","10:12","0.208","-","0.23"
"2023/02/09","10:18","0.218","-","0.28"
"2023/02/09","10:24","0.23","-","0.31"
"2023/02/09","10:30","0.243","-","0.31"
"2023/02/09","10:36","0.257","-","0.33"
"2023/02/09","10:42","0.273","-","0.36"
"2023/02/09","10:48","0.29","-","0.36"
"2023/02/09","10:54","0.309","-","0.38"
"2023/02/09","11:00","0.328","-","0.35"
"2023/02/09","11:06","0.35","-","0.4"
"2023/02/09","11:12","0.372","-","0.42"
"2023/02/09","11:18","0.396","-","0.44"
"2023/02/09","11:24","0.421","-","0.45"
"2023/02/09","11:30","0.447","-","0.52"
"2023/02/09","11:36","0.474","-","0.54"
"2023/02/09","11:42","0.503","-","0.54"
"2023/02/09","11:48","0.532","-","0.55"
"2023/02/09","11:54","0.562","-","0.6"
"2023/02/09","12:00","0.593","-","0.63"
"2023/02/09","12:06","0.625","-","0.69"
"2023/02/09","12:12","0.658","-","0.71"
"2023/02/09","12:18","0.691","-","0.75"
"2023/02/09","12:24","0.725","-","0.81"
"2023/02/09","12:30","0.759","-","0.81"
"2023/02/09","12:36","0.794","-","0.83"
"2023/02/09","12:42","0.829","-","0.9"
"2023/02/09","12:48","0.864","-","0.95"
"2023/02/09","12:54","0.899","-","0.97"
"2023/02/09","13:00","0.934","-","1.04"
"2023/02/09","13:06","0.969","-","1.11"
"2023/02/09","13:12","1.004","-","1.11"
"2023/02/09","13:18","1.039","-","1.15"
"2023/02/09","13:24","1.073","-","1.21"
"2023/02/09","13:30","1.107","-","1.25"
"2023/02/09","13:36","1.14","-","1.27"
"2023/02/09","13:42","1.173","-","1.35"
"2023/02/09","13:48","1.205","-","1.38"
"2023/02/09","13:54","1.236","-","1.42"
"2023/02/09","14:00","1.266","-","1.43"
"2023/02/09","14:06","1.295","-","1.49"
"2023/02/09","14:12","1.323","-","1.51"
"2023/02/09","14:18","1.35","-","1.55"
"2023/02/09","14:24","1.376","-","1.57"
"2023/02/09","14:30","1.401","-","1.6"
"2023/02/09","14:36","1.424","-","1.61"
"2023/02/09","14:42","1.446","-","1.61"
"2023/02/09","14:48","1.466","-","1.66"
"2023/02/09","14:54","1.486","-","1.66"
"2023/02/09","15:00","1.503","-","1.66"
"2023/02/09","15:06","1.519","-","1.68"
"2023/02/09","15:12","1.534","-","1.67"
"2023/02/09","15:18","1.547","-","1.66"
"2023/02/09","15:24","1.558","-","1.65"
"2023/02/09","15:30","1.568","-","1.66"
"2023/02/09","15:36","1.576","-","1.66"
"2023/02/09","15:42","1.583","-","1.68"
"2023/02/09","15:48","1.588","-","1.68"
"2023/02/09","15:54","1.591","-","1.64"
"2023/02/09","16:00","1.592","-","1.67"
"2023/02/09","16:06","1.592","-","1.66"
"2023/02/09","16:12","1.59","-","1.62"
"2023/02/09","16:18","1.586","-","1.64"
"2023/02/09","16:24","1.581","-","1.65"
"2023/02/09","16:30","1.574","-","1.63"
"2023/02/09","16:36","1.565","-","1.64"
"2023/02/09","16:42","1.555","-","1.63"
"2023/02/09","16:48","1.543","-","1.59"
"2023/02/09","16:54","1.529","-","1.57"
"2023/02/09","17:00","1.514","-","1.52"
"2023/02/09","17:06","1.497","-","1.53"
"2023/02/09","17:12","1.478","-","1.48"
"2023/02/09","17:18","1.458","-","1.48"
"2023/02/09","17:24","1.437","-","1.5"
"2023/02/09","17:30","1.414","-","1.42"
"2023/02/09","17:36","1.39","-","1.38"
"2023/02/09","17:42","1.364","-","1.37"
"2023/02/09","17:48","1.337","-","1.32"
"2023/02/09","17:54","1.309","-","1.3"
"2023/02/09","18:00","1.28","-","1.28"
"2023/02/09","18:06","1.249","-","1.28"
"2023/02/09","18:12","1.218","-","1.27"
"2023/02/09","18:18","1.186","-","1.23"
"2023/02/09","18:24","1.153","-","1.16"
"2023/02/09","18:30","1.119","-","1.16"
"2023/02/09","18:36","1.084","-","1.07"
"2023/02/09","18:42","1.048","-","1.02"
"2023/02/09","18:48","1.013","-","1.02"
"2023/02/09","18:54","0.976","-","1.01"
"2023/02/09","19:00","0.939","-","0.96"
"2023/02/09","19:06","0.902","-","0.93"
"2023/02/09","19:12","0.865","-","0.9"
"2023/02/09","19:18","0.828","-","0.84"
"2023/02/09","19:24","0.791","-","0.79"
"2023/02/09","19:30","0.754","-","0.76"
"2023/02/09","19:36","0.717","-","0.75"
"2023/02/09","19:42","0.68","-","0.7"
"2023/02/09","19:48","0.643","-","0.7"
"2023/02/09","19:54","0.607","-","0.66"
"2023/02/09","20:00","0.572","-","0.64"
"2023/02/09","20:06","0.537","-","0.59"
"2023/02/09","20:12","0.503","-","0.57"
"2023/02/09","20:18","0.469","-","0.52"
"2023/02/09","20:24","0.436","-","0.52"
"2023/02/09","20:30","0.405","-","0.51"
"2023/02/09","20:36","0.374","-","0.44"
"2023/02/09","20:42","0.343","-","0.41"
"2023/02/09","20:48","0.314","-","0.41"
"2023/02/09","20:54","0.287","-","0.32"
"2023/02/09","21:00","0.26","-","0.32"
"2023/02/09","21:06","0.234","-","0.32"
"2023/02/09","21:12","0.21","-","0.22"
"2023/02/09","21:18","0.186","-","0.21"
"2023/02/09","21:24","0.164","-","0.21"
"2023/02/09","21:30","0.144","-","0.21"
"2023/02/09","21:36","0.124","-","0.16"
"2023/02/09","21:42","0.107","-","0.15"
"2023/02/09","21:48","0.09","-","0.14"
"2023/02/09","21:54","0.075","-","0.13"
"2023/02/09","22:00","0.061","-","0.11"
"2023/02/09","22:06","0.049","-","0.11"
"2023/02/09","22:12","0.038","-","0.12"
"2023/02/09","22:18","0.029","-","0.07"
"2023/02/09","22:24","0.021","-","0.08"
"2023/02/09","22:30","0.015","-","0.06"
"2023/02/09","22:36","0.01","-","0.08"
"2023/02/09","22:42","0.007","-","0.05"
"2023/02/09","22:48","0.005","-","0.05"
"2023/02/09","22:54","0.005","-","0.08"
"2023/02/09","23:00","0.006","-","0.05"
"2023/02/09","23:06","0.009","-","0.04"
"2023/02/09","23:12","0.014","-","0.07"
"2023/02/09","23:18","0.019","-","0.05"
"2023/02/09","23:24","0.027","-","0.05"
"2023/02/09","23:30","0.036","-","0.07"
"2023/02/09","23:36","0.046","-","0.06"
"2023/02/09","23:42","0.057","-","0.06"
"2023/02/09","23:48","0.07","-","0.1"
"2023/02/09","23:54","0.085","-","0.1"
"2023/02/10","00:00","0.1","-","0.12"
"2023/02/10","00:06","0.117","-","0.15"
"2023/02/10","00:12","0.135","-","0.15"
"2023/02/10","00:18","0.154","-","0.19"
"2023/02/10","00:24","0.175","-","0.22"
"2023/02/10","00:30","0.196","-","0.26"
"2023/02/10","00:36","0.218","-","0.29"
"2023/02/10","00:42","0.241","-","0.26"
"2023/02/10","00:48","0.265","-","0.31"
"2023/02/10","00:54","0.29","-","0.36"
"2023/02/10","01:00","0.315","-","0.36"
"2023/02/10","01:06","0.34","-","0.38"
"2023/02/10","01:12","0.367","-","0.45"
"2023/02/10","01:18","0.393","-","0.49"
"2023/02/10","01:24","0.42","-","0.52"
"2023/02/10","01:30","0.447","-","0.52"
"2023/02/10","01:36","0.475","-","0.57"
"2023/02/10","01:42","0.502","-","0.64"
"2023/02/10","01:48","0.529","-","0.63"
"2023/02/10","01:54","0.556","-","0.65"
"2023/02/10","02:00","0.583","-","0.73"
"2023/02/10","02:06","0.61","-","0.76"
"2023/02/10","02:12","0.637","-","0.8"
"2023/02/10","02:18","0.662","-","0.78"
"2023/02/10","02:24","0.688","-","0.85"
"2023/02/10","02:30","0.713","-","0.89"
"2023/02/10","02:36","0.737","-","0.89"
"2023/02/10","02:42","0.761","-","0.92"
"2023/02/10","02:48","0.784","-","0.99"
"2023/02/10","02:54","0.806","-","1.02"
"2023/02/10","03:00","0.827","-","1.05"
"2023/02/10","03:06","0.848","-","1.11"
"2023/02/10","03:12","0.867","-","1.16"
"2023/02/10","03:18","0.886","-","1.15"
"2023/02/10","03:24","0.903","-","1.19"
"2023/02/10","03:30","0.92","-","1.2"
"2023/02/10","03:36","0.936","-","1.2"
"2023/02/10","03:42","0.95","-","1.24"
"2023/02/10","03:48","0.964","-","1.24"
"2023/02/10","03:54","0.976","-","1.24"
"2023/02/10","04:00","0.987","-","1.23"
"2023/02/10","04:06","0.997","-","1.27"
"2023/02/10","04:12","1.006","-","1.24"
"2023/02/10","04:18","1.014","-","1.24"
"2023/02/10","04:24","1.021","-","1.25"
"2023/02/10","04:30","1.026","-","1.25"
"2023/02/10","04:36","1.031","-","1.22"
"2023/02/10","04:42","1.034","-","1.23"
"2023/02/10","04:48","1.036","-","1.23"
"2023/02/10","04:54","1.037","-","1.25"
"2023/02/10","05:00","1.036","-","1.21"
"2023/02/10","05:06","1.035","-","1.18"
"2023/02/10","05:12","1.032","-","1.17"
"2023/02/10","05:18","1.029","-","1.13"
"2023/02/10","05:24","1.024","-","1.13"
"2023/02/10","05:30","1.018","-","1.17"
"2023/02/10","05:36","1.011","-","1.12"
"2023/02/10","05:42","1.002","-","1.12"
"2023/02/10","05:48","0.993","-","1.14"
"2023/02/10","05:54","0.983","-","1.1"
"2023/02/10","06:00","0.972","-","1.07"
"2023/02/10","06:06","0.96","-","1.08"
"2023/02/10","06:12","0.947","-","1.1"
"2023/02/10","06:18","0.933","-","1.07"
"2023/02/10","06:24","0.918","-","1.08"
"2023/02/10","06:30","0.903","-","1.09"
"2023/02/10","06:36","0.887","-","1.04"
"2023/02/10","06:42","0.87","-","0.98"
"2023/02/10","06:48","0.852","-","0.99"
"2023/02/10","06:54","0.834","-","0.98"
"2023/02/10","07:00","0.816","-","0.92"
"2023/02/10","07:06","0.797","-","0.92"
"2023/02/10","07:12","0.778","-","0.92"
"2023/02/10","07:18","0.759","-","0.89"
"2023/02/10","07:24","0.739","-","0.86"
"2023/02/10","07:30","0.719","-","0.83"
"2023/02/10","07:36","0.699","-","0.79"
"2023/02/10","07:42","0.68","-","0.77"
"2023/02/10","07:48","0.66","-","0.78"
"2023/02/10","07:54","0.64","-","0.76"
"2023/02/10","08:00","0.621","-","0.72"
"2023/02/10","08:06","0.602","-","0.69"
"2023/02/10","08:12","0.583","-","0.69"
"2023/02/10","08:18","0.565","-","0.66"
"2023/02/10","08:24","0.547","-","0.64"
"2023/02/10","08:30","0.529","-","0.64"
"2023/02/10","08:36","0.513","-","0.62"
"2023/02/10","08:42","0.497","-","0.6"
"2023/02/10","08:48","0.481","-","0.6"
"2023/02/10","08:54","0.466","-","0.58"
"2023/02/10","09:00","0.452","-","0.57"
"2023/02/10","09:06","0.439","-","0.54"
"2023/02/10","09:12","0.427","-","0.56"
"2023/02/10","09:18","0.416","-","0.55"
"2023/02/10","09:24","0.405","-","0.53"
"2023/02/10","09:30","0.396","-","0.5"
"2023/02/10","09:36","0.387","-","0.47"
"2023/02/10","09:42","0.38","-","0.5"
"2023/02/10","09:48","0.373","-","0.49"
"2023/02/10","09:54","0.368","-","0.5"
"2023/02/10","10:00","0.363","-","0.47"
"2023/02/10","10:06","0.36","-","0.48"
"2023/02/10","10:12","0.358","-","0.49"
"2023/02/10","10:18","0.357","-","0.45"
"2023/02/10","10:24","0.357","-","0.45"
"2023/02/10","10:30","0.358","-","0.46"
"2023/02/10","10:36","0.36","-","0.46"
"2023/02/10","10:42","0.364","-","0.46"
"2023/02/10","10:48","0.369","-","0.47"
"2023/02/10","10:54","0.374","-","0.49"
"2023/02/10","11:00","0.381","-","0.54"
"2023/02/10","11:06","0.389","-","0.49"
"2023/02/10","11:12","0.399","-","0.51"
"2023/02/10","11:18","0.409","-","0.55"
"2023/02/10","11:24","0.421","-","0.53"
"2023/02/10","11:30","0.433","-","0.57"
"2023/02/10","11:36","0.447","-","0.58"
"2023/02/10","11:42","0.462","-","0.58"
"2023/02/10","11:48","0.478","-","0.6"
"2023/02/10","11:54","0.495","-","0.62"
"2023/02/10","12:00","0.513","-","0.63"
"2023/02/10","12:06","0.532","-","0.66"
"2023/02/10","12:12","0.552","-","0.65"
"2023/02/10","12:18","0.573","-","0.72"
"2023/02/10","12:24","0.594","-","0.72"
"2023/02/10","12:30","0.617","-","0.74"
"2023/02/10","12:36","0.64","-","0.75"
"2023/02/10","12:42","0.664","-","0.79"
"2023/02/10","12:48","0.689","-","0.8"
"2023/02/10","12:54","0.714","-","0.83"
"2023/02/10","13:00","0.74","-","0.88"
"2023/02/10","13:06","0.766","-","0.9"
"2023/02/10","13:12","0.792","-","0.93"
"2023/02/10","13:18","0.819","-","0.97"
"2023/02/10","13:24","0.846","-","1.01"
"2023/02/10","13:30","0.873","-","1.08"
"2023/02/10","13:36","0.9","-","1.12"
"2023/02/10","13:42","0.928","-","1.14"
"2023/02/10","13:48","0.955","-","1.2"
"2023/02/10","13:54","0.981","-","1.23"
"2023/02/10","14:00","1.008","-","1.23"
"2023/02/10","14:06","1.034","-","1.3"
"2023/02/10","14:12","1.059","-","1.3"
"2023/02/10","14:18","1.085","-","1.34"
"2023/02/10","14:24","1.109","-","1.37"
"2023/02/10","14:30","1.133","-","1.41"
"2023/02/10","14:36","1.156","-","1.45"
"2023/02/10","14:42","1.178","-","1.47"
"2023/02/10","14:48","1.199","-","1.47"
"2023/02/10","14:54","1.22","-","1.45"
"2023/02/10","15:00","1.239","-","1.48"
"2023/02/10","15:06","1.257","-","1.49"
"2023/02/10","15:12","1.274","-","1.5"
"2023/02/10","15:18","1.29","-","1.5"
"2023/02/10","15:24","1.305","-","1.5"
"2023/02/10","15:30","1.319","-","1.52"
"2023/02/10","15:36","1.331","-","1.51"
"2023/02/10","15:42","1.342","-","1.56"
"2023/02/10","15:48","1.351","-","1.5"
"2023/02/10","15:54","1.36","-","1.49"
"2023/02/10","16:00","1.367","-","1.55"
"2023/02/10","16:06","1.372","-","1.55"
"2023/02/10","16:12","1.376","-","1.52"
"2023/02/10","16:18","1.379","-","1.51"
"2023/02/10","16:24","1.38","-","1.53"
"2023/02/10","16:30","1.38","-","1.51"
"2023/02/10","16:36","1.378","-","1.53"
"2023/02/10","16:42","1.375","-","1.59"
"2023/02/10","16:48","1.371","-","1.55"
"2023/02/10","16:54","1.365","-","1.52"
"2023/02/10","17:00","1.358","-","1.56"
"2023/02/10","17:06","1.349","-","1.54"
"2023/02/10","17:12","1.339","-","1.47"
"2023/02/10","17:18","1.328","-","1.46"
"2023/02/10","17:24","1.315","-","1.5"
"2023/02/10","17:30","1.301","-","1.48"
"2023/02/10","17:36","1.286","-","1.43"
"2023/02/10","17:42","1.269","-","1.42"
"2023/02/10","17:48","1.252","-","1.39"
"2023/02/10","17:54","1.233","-","1.33"
"2023/02/10","18:00","1.212","-","1.3"
"2023/02/10","18:06","1.191","-","1.26"
"2023/02/10","18:12","1.168","-","1.27"
"2023/02/10","18:18","1.145","-","1.24"
"2023/02/10","18:24","1.12","-","1.18"
"2023/02/10","18:30","1.095","-","1.22"
"2023/02/10","18:36","1.068","-","1.12"
"2023/02/10","18:42","1.041","-","1.06"
"2023/02/10","18:48","1.012","-","1.08"
"2023/02/10","18:54","0.983","-","1.12"
"2023/02/10","19:00","0.954","-","1.07"
"2023/02/10","19:06","0.924","-","0.99"
"2023/02/10","19:12","0.893","-","0.99"
"2023/02/10","19:18","0.861","-","0.97"
"2023/02/10","19:24","0.83","-","0.91"
"2023/02/10","19:30","0.798","-","0.85"
"2023/02/10","19:36","0.765","-","0.85"
"2023/02/10","19:42","0.733","-","0.84"
"2023/02/10","19:48","0.7","-","0.81"
"2023/02/10","19:54","0.668","-","0.77"
"2023/02/10","20:00","0.635","-","0.73"
"2023/02/10","20:06","0.603","-","0.71"
"2023/02/10","20:12","0.571","-","0.64"
"2023/02/10","20:18","0.539","-","0.6"
"2023/02/10","20:24","0.507","-","0.57"
"2023/02/10","20:30","0.476","-","0.54"
"2023/02/10","20:36","0.446","-","0.52"
"2023/02/10","20:42","0.416","-","0.53"
"2023/02/10","20:48","0.387","-","0.45"
"2023/02/10","20:54","0.358","-","0.42"
"2023/02/10","21:00","0.331","-","0.42"
"2023/02/10","21:06","0.304","-","0.36"
"2023/02/10","21:12","0.278","-","0.33"
"2023/02/10","21:18","0.252","-","0.33"
"2023/02/10","21:24","0.228","-","0.35"
"2023/02/10","21:30","0.205","-","0.28"
"2023/02/10","21:36","0.183","-","0.25"
"2023/02/10","21:42","0.162","-","0.26"
"2023/02/10","21:48","0.143","-","0.26"
"2023/02/10","21:54","0.124","-","0.19"
"2023/02/10","22:00","0.107","-","0.19"
"2023/02/10","22:06","0.09","-","0.18"
"2023/02/10","22:12","0.076","-","0.16"
"2023/02/10","22:18","0.062","-","0.14"
"2023/02/10","22:24","0.05","-","0.15"
"2023/02/10","22:30","0.038","-","0.14"
"2023/02/10","22:36","0.029","-","0.13"
"2023/02/10","22:42","0.02","-","0.12"
"2023/02/10","22:48","0.013","-","0.09"
"2023/02/10","22:54","0.008","-","0.08"
"2023/02/10","23:00","0.003","-","0.1"
"2023/02/10","23:06","0","-","0.04"
"2023/02/10","23:12","-0.001","-","0.08"
"2023/02/10","23:18","-0.002","-","0.08"
"2023/02/10","23:24","0","-","0.07"
"2023/02/10","23:30","0.002","-","0.09"
"2023/02/10","23:36","0.006","-","0.09"
"2023/02/10","23:42","0.011","-","0.1"
"2023/02/10","23:48","0.018","-","0.09"
"2023/02/10","23:54","0.026","-","0.07"
"2023/02/11","00:00","0.035","-","0.12"
"2023/02/11","00:06","0.046","-","0.14"
"2023/02/11","00:12","0.057","-","0.13"
"2023/02/11","00:18","0.071","-","0.17"
"2023/02/11","00:24","0.085","-","0.17"
"2023/02/11","00:30","0.101","-","0.17"
"2023/02/11","00:36","0.117","-","0.18"
"2023/02/11","00:42","0.135","-","0.2"
"2023/02/11","00:48","0.154","-","0.23"
"2023/02/11","00:54","0.174","-","0.26"
"2023/02/11","01:00","0.195","-","0.29"
"2023/02/11","01:06","0.217","-","0.27"
"2023/02/11","01:12","0.24","-","0.32"
"2023/02/11","01:18","0.264","-","0.33"
"2023/02/11","01:24","0.288","-","0.37"
"2023/02/11","01:30","0.313","-","0.36"
"2023/02/11","01:36","0.339","-","0.39"
"2023/02/11","01:42","0.366","-","0.46"
"2023/02/11","01:48","0.393","-","0.47"
"2023/02/11","01:54","0.42","-","0.53"
"2023/02/11","02:00","0.447","-","0.54"
"2023/02/11","02:06","0.475","-","0.56"
"2023/02/11","02:12","0.503","-","0.58"
"2023/02/11","02:18","0.531","-","0.61"
"2023/02/11","02:24","0.56","-","0.62"
"2023/02/11","02:30","0.588","-","0.69"
"2023/02/11","02:36","0.616","-","0.71"
"2023/02/11","02:42","0.644","-","0.78"
"2023/02/11","02:48","0.671","-","0.8"
"2023/02/11","02:54","0.698","-","0.81"
"2023/02/11","03:00","0.725","-","0.85"
"2023/02/11","03:06","0.752","-","0.85"
"2023/02/11","03:12","0.777","-","0.9"
"2023/02/11","03:18","0.803","-","0.93"
"2023/02/11","03:24","0.827","-","0.97"
"2023/02/11","03:30","0.851","-","0.99"
